timestamp,open,high,low,close,volume
2024-02-16 21:30:00+00:00,181.88,182.06,181.81,181.88,80422
2024-02-16 22:00:00+00:00,181.89,181.93,181.85,181.87,28572
2024-02-16 22:30:00+00:00,181.86,181.94,181.83,181.83,9659
2024-02-16 23:00:00+00:00,181.86,181.89,181.83,181.87,5898
2024-02-16 23:30:00+00:00,181.87,181.93,181.78,181.8,14918
2024-02-17 00:00:00+00:00,181.81,181.84,181.8,181.81,9872
2024-02-17 00:30:00+00:00,181.82,181.85,181.66,181.7,19316
2024-02-20 09:00:00+00:00,181.45,181.65,181.25,181.26,21476
2024-02-20 09:30:00+00:00,181.18,181.26,180.9,181.23,25761
2024-02-20 10:00:00+00:00,181.07,181.19,180.9,180.95,6550
2024-02-20 10:30:00+00:00,181.02,181.18,181.02,181.13,9839
2024-02-20 11:00:00+00:00,181.15,181.25,181.0,181.24,11529
2024-02-20 11:30:00+00:00,181.25,181.4,181.25,181.34,5661
2024-02-20 12:00:00+00:00,181.4,181.8,181.25,181.58,44271
2024-02-20 12:30:00+00:00,181.54,181.65,181.5,181.64,19574
2024-02-20 13:00:00+00:00,181.65,181.75,180.89,181.45,88543
2024-02-20 13:30:00+00:00,181.45,182.32,181.45,181.96,123354
2024-02-20 14:00:00+00:00,181.99,182.3,180.92,181.47,214879
2024-02-20 14:30:00+00:00,181.52,182.18,180.43,180.59,7119531
2024-02-20 15:00:00+00:00,180.58,180.59,180.0,180.21,3837025
2024-02-20 15:30:00+00:00,180.21,180.57,179.75,180.49,3792241
2024-02-20 16:00:00+00:00,180.48,180.92,180.45,180.88,2614222
2024-02-20 16:30:00+00:00,180.88,181.12,180.59,180.84,2891730
2024-02-20 17:00:00+00:00,180.85,180.88,180.35,180.5,2446159
2024-02-20 17:30:00+00:00,180.5,180.69,180.24,180.51,1829061
2024-02-20 18:00:00+00:00,180.5,180.7,180.19,180.26,1879587
2024-02-20 18:30:00+00:00,180.26,180.59,180.15,180.48,1578012
2024-02-20 19:00:00+00:00,180.48,180.54,180.16,180.44,1615424
2024-02-20 19:30:00+00:00,180.44,180.66,180.22,180.65,1558005
2024-02-20 20:00:00+00:00,180.66,181.21,180.61,181.14,2300864
2024-02-20 20:30:00+00:00,181.14,181.41,180.61,181.37,6303619
2024-02-20 21:00:00+00:00,181.38,181.38,181.06,181.25,9016158
2024-02-20 21:30:00+00:00,181.25,181.55,181.22,181.43,2658290
2024-02-20 22:00:00+00:00,181.43,181.52,181.37,181.47,1539655
2024-02-20 22:30:00+00:00,181.4,181.43,181.27,181.3,10557
2024-02-20 23:00:00+00:00,181.35,181.63,181.33,181.57,27816
2024-02-20 23:30:00+00:00,181.57,181.62,181.36,181.45,9134
2024-02-21 00:00:00+00:00,181.41,181.7,181.39,181.6,10608
2024-02-21 00:30:00+00:00,181.52,181.71,181.45,181.45,18688
2024-02-21 09:00:00+00:00,181.3,181.3,180.6,180.73,16526
2024-02-21 09:30:00+00:00,180.73,180.93,180.71,180.78,3838
2024-02-21 10:00:00+00:00,180.78,181.33,180.78,181.31,8873
2024-02-21 10:30:00+00:00,181.26,181.52,181.25,181.51,11762
2024-02-21 11:00:00+00:00,181.51,181.52,181.3,181.32,18505
2024-02-21 11:30:00+00:00,181.32,181.35,181.25,181.25,4919
2024-02-21 12:00:00+00:00,181.25,181.72,181.14,181.66,45983
2024-02-21 12:30:00+00:00,181.58,181.64,181.35,181.35,23056
2024-02-21 13:00:00+00:00,181.41,181.7,181.0,181.45,96065
2024-02-21 13:30:00+00:00,181.31,181.6,181.15,181.54,52100
2024-02-21 14:00:00+00:00,181.55,182.32,181.2,181.84,103362
2024-02-21 14:30:00+00:00,181.69,182.64,181.28,182.29,5515760
2024-02-21 15:00:00+00:00,182.29,182.6,181.92,182.31,3181000
2024-02-21 15:30:00+00:00,182.31,182.4,181.88,181.91,2260999
2024-02-21 16:00:00+00:00,181.91,182.34,181.82,181.91,2098793
2024-02-21 16:30:00+00:00,181.9,182.08,181.73,181.87,1826274
2024-02-21 17:00:00+00:00,181.87,181.88,181.11,181.14,1903521
2024-02-21 17:30:00+00:00,181.14,181.33,180.93,181.29,1471347
2024-02-21 18:00:00+00:00,181.28,181.48,180.81,181.17,1840295
2024-02-21 18:30:00+00:00,181.18,181.27,181.02,181.05,1311746
2024-02-21 19:00:00+00:00,181.04,181.22,180.41,180.7,2243670
2024-02-21 19:30:00+00:00,180.7,180.88,180.52,180.77,2004982
2024-02-21 20:00:00+00:00,180.76,181.06,180.71,180.96,1881547
2024-02-21 20:30:00+00:00,180.96,182.14,180.96,182.07,4689537
2024-02-21 21:00:00+00:00,182.08,182.14,181.3,182.14,6456030
2024-02-21 21:30:00+00:00,182.14,182.41,181.85,182.3,169541
2024-02-21 22:00:00+00:00,182.34,182.34,181.85,182.1,84065
2024-02-21 22:30:00+00:00,182.11,182.25,182.05,182.12,1632809
2024-02-21 23:00:00+00:00,182.31,182.5,181.86,182.5,421178
2024-02-21 23:30:00+00:00,182.5,182.54,182.1,182.22,45100
2024-02-22 00:00:00+00:00,182.22,182.54,182.17,182.5,22552
2024-02-22 00:30:00+00:00,182.53,182.73,182.26,182.73,57179
2024-02-22 09:00:00+00:00,183.55,183.73,183.1,183.17,46745
2024-02-22 09:30:00+00:00,183.17,183.43,183.17,183.33,10456
2024-02-22 10:00:00+00:00,183.29,183.29,182.78,182.85,24155
2024-02-22 10:30:00+00:00,182.88,183.06,182.88,182.95,4923
2024-02-22 11:00:00+00:00,182.94,183.5,182.88,183.38,17551
2024-02-22 11:30:00+00:00,183.35,183.44,183.24,183.24,7858
2024-02-22 12:00:00+00:00,183.07,183.29,182.95,183.09,71086
2024-02-22 12:30:00+00:00,183.01,183.07,182.92,182.93,25279
2024-02-22 13:00:00+00:00,183.17,183.86,182.65,182.83,822837
2024-02-22 13:30:00+00:00,182.83,183.15,182.75,183.13,83539
2024-02-22 14:00:00+00:00,183.13,183.35,182.8,183.28,332660
2024-02-22 14:30:00+00:00,183.3,183.94,182.28,182.88,6652282
2024-02-22 15:00:00+00:00,182.88,183.24,182.45,182.81,3735202
2024-02-22 15:30:00+00:00,182.81,183.05,182.5,182.61,2589740
2024-02-22 16:00:00+00:00,182.62,182.88,182.21,182.79,2371387
2024-02-22 16:30:00+00:00,182.79,183.01,182.56,182.7,1967378
2024-02-22 17:00:00+00:00,182.7,182.82,182.49,182.81,1703358
2024-02-22 17:30:00+00:00,182.82,183.4,182.75,183.37,2337575
2024-02-22 18:00:00+00:00,183.36,183.86,183.28,183.79,2598056
2024-02-22 18:30:00+00:00,183.8,184.04,183.69,183.97,2034290
2024-02-22 19:00:00+00:00,183.96,184.7,183.94,184.69,2506334
2024-02-22 19:30:00+00:00,184.69,184.7,184.14,184.29,2468860
2024-02-22 20:00:00+00:00,184.3,184.6,184.19,184.31,2702626
2024-02-22 20:30:00+00:00,184.32,184.37,183.93,184.11,7971665
2024-02-22 21:00:00+00:00,184.12,184.13,183.47,183.75,8558120
2024-02-22 21:30:00+00:00,183.7,184.12,183.56,183.95,86209
2024-02-22 22:00:00+00:00,183.95,184.12,183.75,183.79,11580
2024-02-22 22:30:00+00:00,183.76,183.8,183.75,183.75,5496
2024-02-22 23:00:00+00:00,183.75,184.03,183.75,183.86,12622
2024-02-22 23:30:00+00:00,183.92,184.06,183.92,183.99,8190
2024-02-23 00:00:00+00:00,183.9,183.93,183.81,183.85,1802
2024-02-23 00:30:00+00:00,183.85,183.85,183.5,183.7,15804
2024-02-23 09:00:00+00:00,183.69,183.75,183.15,183.15,17163
2024-02-23 09:30:00+00:00,183.22,183.51,183.22,183.51,6413
2024-02-23 10:00:00+00:00,183.46,183.49,183.36,183.44,4882
2024-02-23 10:30:00+00:00,183.42,183.6,183.42,183.6,1078
2024-02-23 11:00:00+00:00,183.6,183.67,183.59,183.67,5344
2024-02-23 11:30:00+00:00,183.69,183.85,183.5,183.65,18893
2024-02-23 12:00:00+00:00,183.65,183.8,183.55,183.8,13397
2024-02-23 12:30:00+00:00,183.81,183.93,183.81,183.83,12903
2024-02-23 13:00:00+00:00,183.55,184.08,183.53,184.05,58453
2024-02-23 13:30:00+00:00,184.02,184.25,183.95,184.19,53055
2024-02-23 14:00:00+00:00,184.22,185.1,184.16,184.75,168582
2024-02-23 14:30:00+00:00,184.76,184.8,183.5,183.62,4999656
2024-02-23 15:00:00+00:00,183.63,183.69,183.05,183.05,3182398
2024-02-23 15:30:00+00:00,183.05,183.31,182.55,183.14,2926794
2024-02-23 16:00:00+00:00,183.14,183.16,182.39,182.81,2790379
2024-02-23 16:30:00+00:00,182.81,182.87,182.5,182.67,2034064
2024-02-23 17:00:00+00:00,182.67,182.78,182.14,182.31,1967594
2024-02-23 17:30:00+00:00,182.31,182.6,182.06,182.55,1917980
2024-02-23 18:00:00+00:00,182.56,182.71,182.36,182.71,4987611
2024-02-23 18:30:00+00:00,182.71,182.72,182.35,182.48,1425213
2024-02-23 19:00:00+00:00,182.48,182.52,182.18,182.22,1530682
2024-02-23 19:30:00+00:00,182.23,182.45,182.2,182.37,1712087
2024-02-23 20:00:00+00:00,182.36,182.45,182.19,182.34,2316552
2024-02-23 20:30:00+00:00,182.34,182.57,181.98,182.27,5356112
2024-02-23 21:00:00+00:00,182.2,182.65,182.1,182.27,6308482
2024-02-23 21:30:00+00:00,182.27,182.34,182.21,182.32,106900
2024-02-23 22:00:00+00:00,182.3,182.31,182.21,182.24,39720
2024-02-23 22:30:00+00:00,182.25,182.26,182.11,182.11,16236
2024-02-23 23:00:00+00:00,182.11,182.14,182.06,182.08,13264
